ids,artists,mediums,titles,descriptions,urls
ger_996,George Grosz,Lithograph on paper,"“I will root up from my path whatever obstructs my progress towards becoming the master.” (Act 1, scene 1), from Die Rauber",,https://www.artic.edu/artworks/124586/i-will-root-up-from-my-path-whatever-obstructs-my-progress-towards-becoming-the-master-act-1-scene-1-from-die-rauber
ger_997,Martin Schongauer,Engraving in black on ivory laid paper,The Baptism of Christ,"This luminous engraving depicts Christ being baptized by his cousin Saint John the Baptist in the River Jordan. The scene is sparsely populated; the only witnesses are God the Father, visible in a cloud, and an angel holding dry clothes for Christ’s later use. John clasps an elegantly bound volume, anachronistically referring to baptism as a sacramental rite of the Christian faith. Here John touches Christ’s forehead with two fingers, rather than pouring water over his head from his cupped hands. This distinction suggests that Schongauer’s print shows John anointing Christ with oil in the final part of the baptism ceremony.",https://www.artic.edu/artworks/3827/the-baptism-of-christ
ger_998,Master M.Z.,Engraving on ivory laid paper,Saint Christopher,"Master M. Z. often played with dramatic changes in scale. In this engraving, the abrupt contrasts emphasize the gigantic stature of Saint Christopher, the patron saint of travelers, who transports people to safety across a raging stream yet struggles with Christ, who carries the weight of the world on his shoulders. Dwarfed by the giant saint and his heavy burden, miniscule figures appear in the water, barely discernable at first glance. Two men fight behind Saint Christopher’s tree staff, while near his right leg, a mermaid frolics and a monk heads toward the entrance of a church.",https://www.artic.edu/artworks/21927/saint-christopher
ger_999,Albrecht Altdorfer,Engraving in black on ivory laid paper,The Virgin with the Blessing Child in a Landscape,,https://www.artic.edu/artworks/20703/the-virgin-with-the-blessing-child-in-a-landscape
ger_1000,Karl Schmidt-Rottluff,Woodcut printed in black through rubbing on cream wove paper,Mourning Women by the Sea,,https://www.artic.edu/artworks/59661/mourning-women-by-the-sea
ger_1001,Master M.Z.,Engraving on ivory laid paper,Saint Christopher,"Master M. Z. often played with dramatic changes in scale. In this engraving, the abrupt contrasts emphasize the gigantic stature of Saint Christopher, the patron saint of travelers, who transports people to safety across a raging stream yet struggles with Christ, who carries the weight of the world on his shoulders. Dwarfed by the giant saint and his heavy burden, miniscule figures appear in the water, barely discernable at first glance. Two men fight behind Saint Christopher’s tree staff, while near his right leg, a mermaid frolics and a monk heads toward the entrance of a church.",https://www.artic.edu/artworks/21927/saint-christopher
ger_1002,Albrecht Altdorfer,Engraving in black on ivory laid paper,The Virgin with the Blessing Child in a Landscape,,https://www.artic.edu/artworks/20703/the-virgin-with-the-blessing-child-in-a-landscape
ger_1003,Hans Sebald Beham,Engraving in black on ivory laid paper,"Venus, plate five from The Seven Planets with the Zodiacs",,https://www.artic.edu/artworks/184996/venus-plate-five-from-the-seven-planets-with-the-zodiacs
ger_1004,Albrecht Altdorfer,Engraving in black on ivory laid paper,Dido Killing Herself,,https://www.artic.edu/artworks/27617/dido-killing-herself
ger_1005,,"Linen, plain weave; embroidered with silk and linen in satin, split and stem stitches; appliquéd edging of silk, plain weave",Hanging,,https://www.artic.edu/artworks/135547/hanging
ger_1006,Albrecht Altdorfer,Engraving in black on ivory laid paper,Horatius Cocles Leaping into the Tiber,,https://www.artic.edu/artworks/27619/horatius-cocles-leaping-into-the-tiber
ger_1007,Michel Wolgemut,"Woodcut on cream laid paper with letterpress on verso, laid down on ivory wove album sheet","Christ on Mount of Olives, page 52 from the Treasury (Schatzbehalter)",,https://www.artic.edu/artworks/23418/christ-on-mount-of-olives-page-52-from-the-treasury-schatzbehalter
ger_1008,Johann Friedrich Overbeck,Graphite on ivory wove paper,Old Man Praying,,https://www.artic.edu/artworks/29906/old-man-praying
ger_1009,Max Klinger,Aquatint and etching on ivory China paper laid down on cream laid paper,"Back into Nothingness, plate fifteen from A Life",,https://www.artic.edu/artworks/155439/back-into-nothingness-plate-fifteen-from-a-life
ger_1010,,"Steel, leather, and buckram",Two-Handed Sword,,https://www.artic.edu/artworks/116477/two-handed-sword
ger_1011,Emil Nolde,Etching on white wove paper,Crouching Woman,,https://www.artic.edu/artworks/63477/crouching-woman
ger_1012,Master E.S.,"Engraving, printed in black, on paper",Saint George with the Stork’s Nest,Approximately 300 prints are known by the anonymous master who signed many of his prints with the initials E.S. His work dominated the art of engraving at mid-century. This highly detailed plate of his early maturity is shown in a particularly rich impression which reflects his mastery as a goldsmith as well.,https://www.artic.edu/artworks/59834/saint-george-with-the-stork-s-nest
ger_1013,Albrecht Dürer,Engraving in black on ivory laid paper,Philip Melanchthon,,https://www.artic.edu/artworks/4115/philip-melanchthon
ger_1014,"Lucas Cranach, the Elder",Woodcut in black on cream laid paper,"Ecce Homo, from The Passion",,https://www.artic.edu/artworks/78884/ecce-homo-from-the-passion
ger_1015,Gerhard Richter,Offset lithograph on paper,9 Objects,"Gerhard Richter’s continued interest in subtly pointing out the artifice and subjectivity of photographic images is clearly communicated in this print made to resemble a photographic reproduction. This image, one of a suite of nine, depicts a geometric structure fabricated out of recognizable materials. The lithograph’s photographic quality, the constructed nature of the object, and its placement in defined spaces amidst familiar surroundings imbue the representation with a deceptive truthfulness. However, given the implausibility of the object’s shapes, the illusory reality it conveys creates a trompe-l’oeil, or trick of the eye, effect.",https://www.artic.edu/artworks/147080/9-objects
ger_1016,,Steel and iron,Mace,,https://www.artic.edu/artworks/116993/mace
ger_1017,Paul Klee,Etching from a zinc plate on cream laid paper,What Is He Running For?,,https://www.artic.edu/artworks/109386/what-is-he-running-for
ger_1018,,Steel and wood,Halberd,,https://www.artic.edu/artworks/106489/halberd
ger_1019,Ernst Ludwig Kirchner,"Woodcut from two blocks, in black and green, on white China paper",The Café,,https://www.artic.edu/artworks/58943/the-cafe
ger_1020,,Gilt bronze,Saint Bartholomew,,https://www.artic.edu/artworks/77130/saint-bartholomew
ger_1021,Heinrich Aldegrever,Engraving in black on ivory laid paper,The Judgment of Solomon,,https://www.artic.edu/artworks/77366/the-judgment-of-solomon
ger_1022,Heinrich Aldegrever,Engraving in black on ivory laid paper,"Temperance, from the Virtues",,https://www.artic.edu/artworks/95545/temperance-from-the-virtues
ger_1023,Emil Nolde,Brush and black ink on cream Japanese paper,Harbor,,https://www.artic.edu/artworks/23101/harbor
ger_1024,"Hans Holbein, the younger",Woodcut on ivory laid paper,Erasmus of Rotterdam,"Hans Holbein was the court painter of Henry VIII and probably executed the drawing for this allegorical woodcut of the humanist Desiderius Erasmus while the scholar lived in England. Set within a classicizing trellis, with antique sculptures rather than books, it refers to the writer’s passion for antiquity. Another portrait of Erasmus on display in this gallery, by Albrecht Dürer, was supposedly made from life, but it is equally formal and removed from the sitter. Erasmus wears a similar scholar’s cap and richly textured robe in both images, a habit denoting his profession and wealth.",https://www.artic.edu/artworks/21465/erasmus-of-rotterdam
ger_1025,Martina Sauter,Chromogenic prints,Money (Geld),"Martina Sauter studied with Thomas Ruff at the Kunstakademie Düsseldorf, and she has embraced her teacher’s occasional method of appropriating and transforming existing photographic material for new works. In a series of collages, Sauter combines stills of scenes from classic film noirs with photographs she makes or finds, installing them with a visible gap between the two planes. This work refers to a scene from Alfred Hitchcock’s 1943 Shadow of a Doubt in which we first meet the villain (a serial murderer of rich widows), lying on a bed and smoking, with bills scattered on the rug below. Sauter has reproduced this shot along with a view that shows a similar rug, thus capitalizing on the doubling theme (a classic element of the uncanny) in the film.",https://www.artic.edu/artworks/212736/money-geld
ger_1026,Hans Sebald Beham,Engraving in black on ivory laid paper,"Saturn, plate one from The Seven Planets with the Zodiacs",,https://www.artic.edu/artworks/184997/saturn-plate-one-from-the-seven-planets-with-the-zodiacs
ger_1027,Albrecht Dürer,Woodcut in black on ivory laid paper,"Christ Among the Doctors, from The Life of the Virgin",,https://www.artic.edu/artworks/43930/christ-among-the-doctors-from-the-life-of-the-virgin
ger_1028,Albrecht Dürer,Woodcut in black on cream laid paper,"Agony in the Garden, from The Large Passion",,https://www.artic.edu/artworks/133809/agony-in-the-garden-from-the-large-passion
ger_1029,"Lucas Cranach, the Elder",Woodcut in black on ivory laid paper,The Judgment of Paris,,https://www.artic.edu/artworks/51516/the-judgment-of-paris
ger_1030,Hans Sebald Beham,Engraving in black on ivory laid paper,"Judith Walking to the Left, and Her Servant",,https://www.artic.edu/artworks/93618/judith-walking-to-the-left-and-her-servant
ger_1031,Gerhard Richter,Offset lithograph on paper,9 Objects,"Gerhard Richter’s continued interest in subtly pointing out the artifice and subjectivity of photographic images is clearly communicated in this print made to resemble a photographic reproduction. This image, one of a suite of nine, depicts a geometric structure fabricated out of recognizable materials. The lithograph’s photographic quality, the constructed nature of the object, and its placement in defined spaces amidst familiar surroundings imbue the representation with a deceptive truthfulness. However, given the implausibility of the object’s shapes, the illusory reality it conveys creates a trompe-l’oeil, or trick of the eye, effect.",https://www.artic.edu/artworks/147078/9-objects
ger_1032,Dieter Appelt,Gelatin silver print,Die Befreiung der Finger (Liberation of the Fingers),,https://www.artic.edu/artworks/147160/die-befreiung-der-finger-liberation-of-the-fingers
ger_1033,Friedrich Julius Tempeltei,"Lithograph in black on ivory Japanese paper, laid down on ivory wove paper (chine collé)",View of the Palm House on the Peacock-Island,"Exuding botanical lushness and concealing romanticized Asiatic women, this lithograph is a close copy of the Art Institute’s Carl Blechen painting on view nearby in gallery 221. The print and painting exhibit the collection of valuable palm trees acquired in 1830 by King Friedrich Wilhelm III of Prussia and housed in a structure designed by visionary architect Karl Friedrich Schinkel to incorporate fragments of an Indian temple. The building, located on the grounds of the Sanssouci Palace on Peacock Island, near Berlin, burned down in 1880.",https://www.artic.edu/artworks/207316/view-of-the-palm-house-on-the-peacock-island
ger_1034,Wilhelm Tischbein,Oil on canvas,Paris,,https://www.artic.edu/artworks/227532/paris
ger_1035,Richard Julius Jungtow,Woodcut on paper,Death as a Friend,,https://www.artic.edu/artworks/61046/death-as-a-friend
ger_1036,Heinrich Aldegrever,Engraving in black on ivory laid paper,Titus Manlius Beheading his Son,,https://www.artic.edu/artworks/27944/titus-manlius-beheading-his-son
ger_1037,Max Klinger,"Etching and aquatint, with stipple and drypoint, in sanguine on ivory China paper, laid down on cream laid paper","Abandoned, plate five from A Life",,https://www.artic.edu/artworks/155429/abandoned-plate-five-from-a-life
ger_1038,Johann Christian Reinhart,"Pen and black ink, and brush and brown wash, on cream laid paper, laid down on cream laid card","Rocky Landscape with Pan Playing His Flute (In the Park of the Villa Chigi, Ariccia)",,https://www.artic.edu/artworks/140619/rocky-landscape-with-pan-playing-his-flute-in-the-park-of-the-villa-chigi-ariccia
ger_1039,"Daniel Hopfer, I",Etching in black on buff laid paper,Five German Soldiers,"Daniel Hopfer likely invented the art of etching on paper, adapting it from the long-standing process of decorating arms and armor with acid to etch patterns into steel. The Landsknechte seen here wear minimal armor, just a mail cape (bishop’s mantle), but sport massive swords. They assume various infantry roles, including standard bearer, drummer, fife player, and halberdier. This is the largest of Hopfer’s three etchings of this popular genre subject.",https://www.artic.edu/artworks/80087/five-german-soldiers
ger_1040,Albrecht Dürer,Engraving in black on ivory laid paper,"Bearing of the Cross, from The Engraved Passion",,https://www.artic.edu/artworks/68092/bearing-of-the-cross-from-the-engraved-passion
ger_1041,Heinrich Aldegrever,Engraving in black on ivory laid paper,"Wealth, plate five from Virtues and Vices",,https://www.artic.edu/artworks/77417/wealth-plate-five-from-virtues-and-vices
ger_1042,Heinrich Aldegrever,Engraving in black on ivory laid paper,"Matthew, from The Four Evangelists",,https://www.artic.edu/artworks/42457/matthew-from-the-four-evangelists
ger_1043,Wolfgang Tillmans,"Chromogenic print, from an edition of 10 + 1AP",Aufsicht (February),,https://www.artic.edu/artworks/181117/aufsicht-february
ger_1044,Heinrich Aldegrever,Engraving in black on ivory laid paper,Mars,,https://www.artic.edu/artworks/95601/mars
ger_1045,Albrecht Dürer,Etching in black on ivory laid paper,The Desperate Man,,https://www.artic.edu/artworks/53306/the-desperate-man
ger_1046,Albrecht Dürer,Letterpress in black on ivory laid paper,"Colophon, from the Large Passion","This colophon was typically printed on the verso of The Ressurection, the final image in the Passion series, giving the date, Dürer’s name, and a long-winded copyright warning placing the images under the protection of the Emperor Maximilian. However, this impression of the colophon from the 1911 edition is without the woodcut on the other side. The fact that this page of printer’s waste survived is remarkable, even considering the fame of Dürer’s woodcuts.",https://www.artic.edu/artworks/210828/colophon-from-the-large-passion
ger_1047,Albrecht Dürer,Engraving in black on ivory laid paper,Saint Eustace,,https://www.artic.edu/artworks/28277/saint-eustace
ger_1048,Hans Sebald Beham,Engraving in black on cream laid paper,Moses and Aaron,,https://www.artic.edu/artworks/77426/moses-and-aaron
ger_1049,Helmut Jahn,Ink on tracing paper in plexiglass case,"Endless Tower, Presentation on Plexiglass","Helmut Jahn’s Endless Tower project was inspired by Constantin Brancusi’s Endless Column, a slender sculpture of repeating prism shapes developed in 1918. Jahn’s translation of sculpture to skyscraper resulted in a remarkable double-layered structure with a faceted tower embedded within a simple, clear glass column. The resulting voids at the building’s corners were intended to function as “skygardens,” large atria providing meeting areas as well as passive climate control for the office space. In 2007 Murphy/Jahn adapted this ambitious design for a single-skin tower planned for Bucharest, Romania, with triangular facets that recall Brancusi’s Romanian Endless Column monument, erected in 1938.",https://www.artic.edu/artworks/145636/endless-tower-presentation-on-plexiglass
ger_1050,J. J. Behr,"Walnut, steel, and cast and chased brass",Pair of Flintlock Pistols,,https://www.artic.edu/artworks/116549/pair-of-flintlock-pistols
ger_1051,Albrecht Altdorfer,Engraving in black on ivory laid paper,Christ on the Cross (The Small Crucifixion),,https://www.artic.edu/artworks/81466/christ-on-the-cross-the-small-crucifixion
ger_1052,Ernst Ludwig Kirchner,Lithograph in black on yellow paper,"Leipzig Street Crossing, Berlin",,https://www.artic.edu/artworks/24228/leipzig-street-crossing-berlin
ger_1053,Unknown artist,Woodcut on paper,Page from the Canticum Canticorum (The Song of Solomon),,https://www.artic.edu/artworks/19529/page-from-the-canticum-canticorum-the-song-of-solomon
ger_1054,August Sander,Gelatin silver print,Wife of the Cologne Painter Peter Abelen (Gattin des Kölner Malers Peter Abelen),"A professional portraitist based in Cologne, August Sander (German, 1876–1964) had already amassed numerous photographs of farmers and peasants in the surrounding region when he decided in the early 1920s to expand his record and expressly document all classes, occupations, and lifestyles in the nation. This monumental undertaking, to which Sander gave the name People of the Twentieth Century, eventually grew to include more than 600 portraits (and thousands of poses) that formed a “physiognomical time exposure of German man,” in the photographer’s words. Remarkably consistent in their lighting and poses, and hung or reproduced in pairs in Sander’s lifetime, the portraits invite comparative analysis, suggesting limitless types rather than the quite limited typecasting espoused by Nazism, to which Sander grew increasingly opposed.",https://www.artic.edu/artworks/212191/wife-of-the-cologne-painter-peter-abelen-gattin-des-kolner-malers-peter-abelen
ger_1055,Emil Nolde,"Etching and aquatint, with scraping and burnishing, on laid white paper",Hamburg: River Port,,https://www.artic.edu/artworks/22663/hamburg-river-port
ger_1056,Christoffel Jegher,Woodcut on ivory laid paper,"The Garden of Love, Right Half","Christoffel Jegher produced several large-scale woodcuts in collaboration with the Flemish painter and diplomat Peter Paul Rubens, of which this two-sheet print is the largest. The panoramic garden setting includes delights such as a group of musical enthusiasts perched on plush chairs and colonnaded ledges on the left; on the right is a fountain grotto with decorative streams of water into which the most boisterous men try to cajole their lovers. The unsure woman on the far right, her waist firmly grasped by a smooth-talking admirer, resists the necessary push into temptation from a determined, winged Eros.Rubens was deeply involved in producing prints after his paintings, of which the most illustrious were woodcuts created from about 1632 to 1636 by Christoffel Jegher. The most ambitious of these large woodcuts is the Garden of Love, a composition inspired by the painting of this subject (now at Waddeson Manor, Buckinghamshire), dated around 1630/31. Rather than an exact reproduction of the painting, the composition was redrawn with variations by Rubens on a separate sheet as a model for the woodcut artist to follow; it was then printed by Jeghers on two nearly equal-sized sheets that function as self-contained works. Belonging to the tradition of Medieval love gardens, the right half contains portraits of Rubens and his radiant young wife, Helena Fourment, who is echoed in almost all the female faces.",https://www.artic.edu/artworks/122062/the-garden-of-love-right-half
ger_1057,Hans Sebald Beham,Engraving in black on ivory laid paper,"Moon, plate seven from The Seven Planets with the Zodiacs",,https://www.artic.edu/artworks/184992/moon-plate-seven-from-the-seven-planets-with-the-zodiacs
ger_1058,Albrecht Dürer,"Woodcut in black on ivory laid paper, tipped into book of woodcuts and letterpress on cream laid paper, in full alum-tawed pigskin over beveled wooden boards, sewn on raised thongs, blind tooled ‘all-over’ with small tools, with two brass hook-clasp fastenings and hand-sewn headbands","The Third Knot, tipped into The Painter’s Manual and other texts","A posthumous impression of Albrecht Dürer’s first Knot has been tipped in opposite the frontispiece of this copy of On Human Proportion, Dürer’s book on anatomy for artists. It is the first element in a collected volume of late editions of several texts by the master (On Human Proportion, 1532–38, On Fortifications, 1527, and The Painter’s Manual, 1538). This second state of the woodcut is the only one to include an ad monogram. Dürer’s fame was already such that his eminently recognizable nested initials had become an ornamental motif in their own right. Annotations on the print’s verso date it to August 14, 1606, about when the sheet was reprinted and probably when it was purchased.",https://www.artic.edu/artworks/55765/the-third-knot-tipped-into-the-painter-s-manual-and-other-texts
ger_1059,Albrecht Dürer,Woodcut in black on ivory laid paper,"The Harrowing of Hell, from The Large Passion",,https://www.artic.edu/artworks/133850/the-harrowing-of-hell-from-the-large-passion
ger_1060,Nicolaus Alexander Mair von Landshut,Engraving on ivory laid paper,The Nativity,,https://www.artic.edu/artworks/82184/the-nativity
ger_1061,Heinrich Aldegrever,Engraving in black on ivory laid paper,"Dancing Couple, plate three from The Large Wedding-Dancers","The figures in Aldegrever’s lively series of couples and musicians at a wedding show off daggers and swords as gentlemen’s fashion accessories rather than as weapons. As the couples pivot, pace, and embrace, blades peek out at different angles, whether impeding intimacy or visually alluding to increasing amorousness. Moving from left to right in triumphal procession, dancers sway to the tune of trombonists in their wake.",https://www.artic.edu/artworks/77382/dancing-couple-plate-three-from-the-large-wedding-dancers
ger_1062,Heinrich Campendonk,"Woodcut with watercolor, on ivory laid paper",Adam and Eve,,https://www.artic.edu/artworks/100324/adam-and-eve
ger_1063,Hans Bellmer,Etching on white Japanese paper,"Plate Ten, from Petit Traite de Morale",,https://www.artic.edu/artworks/100329/plate-ten-from-petit-traite-de-morale
ger_1064,Gerhard Richter,Offset lithograph on paper,9 Objects,"Gerhard Richter’s continued interest in subtly pointing out the artifice and subjectivity of photographic images is clearly communicated in this print made to resemble a photographic reproduction. This image, one of a suite of nine, depicts a geometric structure fabricated out of recognizable materials. The lithograph’s photographic quality, the constructed nature of the object, and its placement in defined spaces amidst familiar surroundings imbue the representation with a deceptive truthfulness. However, given the implausibility of the object’s shapes, the illusory reality it conveys creates a trompe-l’oeil, or trick of the eye, effect.",https://www.artic.edu/artworks/147077/9-objects
ger_1065,"Israhel van Meckenem, the younger",Engraving in black on ivory laid paper,"The Madonna with St. Anne, St. Catherine and St. Barbara",,https://www.artic.edu/artworks/3762/the-madonna-with-st-anne-st-catherine-and-st-barbara
ger_1066,,"Steel, fruitwood, staghorn, leather, and hemp",Crossbow,"Deadly accurate within a range of about 50 yards, the crossbow remained a popular hunting and target-shooting weapon long after the invention of firearms. Both nobility and common citizens joined crossbow guilds or societies that organized regular competitions. This crossbow decorated with a double-headed eagle is one of several that belong to such a group. It weighs over 21 lbs., representing the largest size used, and can shoot targets up to 70 yards out.",https://www.artic.edu/artworks/106302/crossbow
ger_1067,Hans Baldung Grien,Woodcut in black on ivory laid paper,The Lamentation,,https://www.artic.edu/artworks/20574/the-lamentation
ger_1068,Joseph Anton Koch,Etching on ivory laid paper,"Ruins of the Palace of the Caesars in Rome, plate eight from Die Römische Ansichten",,https://www.artic.edu/artworks/153579/ruins-of-the-palace-of-the-caesars-in-rome-plate-eight-from-die-romische-ansichten
ger_1069,Adolph Friedrich Erdmann von Menzel,"Graphite and fabricated black chalk, with stumping, erasing, and scraping, with touches of brush and black ink, on cream wove paper, edge mounted on ivory wove card",The Card Game,"Menzel often chose to depict complex social situations, no doubt to test his powers of observation. From the absolute concentration on the gamblers’ faces to the grimace of the screaming child, he captured a wide range of emotions. His attention to the setting is equally exacting, as evidenced by the meticulous still life on the far table. The artist’s technique here is as sophisticated as his sense of observation. To create an illusion of smoke, for instance, he applied chalk and then scraped areas away. Menzel was known for always having one of his sketchbooks on hand. Reportedly, in order to carry them more easily, he had special, large pockets added to his coats.",https://www.artic.edu/artworks/186311/the-card-game
ger_1070,Albrecht Dürer,Woodcut in black on cream laid paper,"The Last Supper, from The Large Passion",,https://www.artic.edu/artworks/133808/the-last-supper-from-the-large-passion
ger_1071,Paul Klee,Drypoint on ivory wove paper,Station,,https://www.artic.edu/artworks/109340/station
ger_1072,Heinrich Aldegrever,Engraving in black on ivory laid paper,"Diligence, from the Virtues",,https://www.artic.edu/artworks/77402/diligence-from-the-virtues
ger_1073,Max Klinger,Etching and aquatint on paper,"Psyche Wandering, plate 28 from Cupid and Psyche",,https://www.artic.edu/artworks/35743/psyche-wandering-plate-28-from-cupid-and-psyche
ger_1074,Max Beckmann,drypoint on cream Japan paper,"Behind the Scenes, plate three from Jahrmarkt",,https://www.artic.edu/artworks/122809/behind-the-scenes-plate-three-from-jahrmarkt
ger_1075,Umbo (Otto Umbehr),Gelatin silver print,Circus Performers (Artisten),,https://www.artic.edu/artworks/54460/circus-performers-artisten
ger_1076,Albrecht Altdorfer,Woodcut in black on ivory laid paper,"The Annunciation, from The Fall and Redemption of Man",,https://www.artic.edu/artworks/27550/the-annunciation-from-the-fall-and-redemption-of-man
ger_1077,Martin Schongauer,Engraving on paper,"St. Philip, from Apostles",,https://www.artic.edu/artworks/3901/st-philip-from-apostles
ger_1078,Albrecht Dürer,Woodcut in black on tan laid paper,"St. John before God and the Elders, from The Apocalypse",,https://www.artic.edu/artworks/122250/st-john-before-god-and-the-elders-from-the-apocalypse
ger_1079,"Lucas Cranach, the Elder",Woodcut in black on ivory laid paper,"Saint Andrew, from The Martyrdom of the Apostles",,https://www.artic.edu/artworks/45772/saint-andrew-from-the-martyrdom-of-the-apostles
ger_1080,Wolfgang Tillmans,Chromogenic print,Gold (b),,https://www.artic.edu/artworks/181104/gold-b
ger_1081,Ludwig Meidner,"Pen and brush and black ink, over graphite (recto), and graphite and charcoal (verso), on ivory wove paper",Jakob van Hoddis (recto); Untitled (Sketch of Buildings (verso),"Meidner depicted the Expressionist poet Jakob van Hoddis (Hans Davidsohn, 1887-1942) several times. He was one of Meidner’ s best friends, and the two of them would frequently take evening walks together through the streets of Berlin. Perhaps the most influential of the Expressionist literati, van Hoddis is often credited with writing the first truly Expressionist poem, his Weltende (End of the World), which consummates the apocalyptic hopes and fears of his generation. In 1914, van Hoddis became mentally ill and was put in an institution, from which he would later be taken by the Nazis and killed.",https://www.artic.edu/artworks/113956/jakob-van-hoddis-recto-untitled-sketch-of-buildings-verso
ger_1082,Theodor de Bry,Engraving in black on ivory laid paper,The Seven Works of Charity,"Theodor de Bry and his family produced numerous intricate ornamental designs. Many appeared in roundel formats, which required the viewer to turn the print around to read the entire image and its text. Here de Bry surrounded the central figure of Charity with the seven corporal works of mercy: feeding the hungry, giving drink to the thirsty, clothing the naked, sheltering the homeless, ministering to the sick, visiting the imprisoned, and burying the dead.",https://www.artic.edu/artworks/43527/the-seven-works-of-charity
ger_1083,Ludwig Meidner,Black lithographic crayon on brown wove paper,Self-Portrait,"Ludwig Meidner was a seminal figure of German Expressionism who dealt with issues such as life in an urban society and the artist’s interior psychology. After World War I he became more introverted and is known above all for penetrating self-portraits produced as prints, drawings, and oils.",https://www.artic.edu/artworks/147628/self-portrait
ger_1084,Hans Bellmer,Etching on off-white wove paper,Sur Canape,,https://www.artic.edu/artworks/117350/sur-canape
ger_1085,David Kandel,Woodcut on paper,"Leaf from New Kreuterbuch by Hieronymus Bock, plate 98 from Woodcuts from Books of the XVI Century",,https://www.artic.edu/artworks/132243/leaf-from-new-kreuterbuch-by-hieronymus-bock-plate-98-from-woodcuts-from-books-of-the-xvi-century
ger_1086,,Wood (walnut) and steel,Matchlock Musket,,https://www.artic.edu/artworks/116515/matchlock-musket
ger_1087,Hans Sebald Beham,Engraving in black on ivory laid paper,Profile Study of Man’s Head,,https://www.artic.edu/artworks/108942/profile-study-of-man-s-head
ger_1088,Hans Sebald Beham,Engraving in black on ivory laid paper,"Peasants’ Brawl, plate 9 from The Peasants’ Feast or the Twelve Months",,https://www.artic.edu/artworks/27989/peasants-brawl-plate-9-from-the-peasants-feast-or-the-twelve-months
ger_1089,Max Beckmann,Transfer lithograph on tan imitation Japanese paper,"The Hunger, plate five from Die Hölle","Max Beckmann used a relatively blunt and clear lithographic line throughout the print cycle Hell. The simple forms and contrasts highlight the raw emotions and fundamental social differences he emphasized. Given that he made these prints in the tense moments of June/July 1919, it is not surprising that he emphasized the crude state to which Germans had been reduced. His simple, schematic of the style and concept of Goya’s series The Disasters of War. Such images formed a devastating critique of the atrocities of war as experienced in World War I.",https://www.artic.edu/artworks/122386/the-hunger-plate-five-from-die-holle
ger_1090,Johann Christoph Storer,"Pen and brown ink, brush and brown wash, with graphite, on cream laid paper, incised for transfer with graphite, laid down on cream paper, laid down on cream board edged with gold","Coronation of Otto the Great in the Church of Saint’Ambrogio, Milan","Johann Christophorus Storer was a leading artist in Lombardy in the mid-17th century when he executed this drawing of the coronation of Otto the Great, the first Holy Roman Emperor (r. 962–73), who brought Italy and Burgundy under German control.",https://www.artic.edu/artworks/185149/coronation-of-otto-the-great-in-the-church-of-saint-ambrogio-milan
ger_1091,Albrecht Dürer,Woodcut in black on tan laid paper,"The Whore of Babylon, from The Apocalypse",,https://www.artic.edu/artworks/122259/the-whore-of-babylon-from-the-apocalypse
ger_1092,Heinrich Aldegrever,Engraving in black on ivory laid paper,"Envy, from the Vices",,https://www.artic.edu/artworks/77406/envy-from-the-vices
ger_1093,Albrecht Altdorfer,Woodcut in black on ivory laid paper,"The Fall of Man, from The Fall and Redemption of Man",,https://www.artic.edu/artworks/27533/the-fall-of-man-from-the-fall-and-redemption-of-man
ger_1094,,"Steel, wood, and leather",Thrusting Sword (Estoc),"Stiff-bladed swords or estocs were designed to pierce through the joints or gaps of plate armor. They were often kept on the front of the saddle of a well-equipped man-at-arms and used as an auxiliary weapon in addition to an arming sword, war hammer, or mace. This example has a triple-edged blade that is triangular in cross-section with hollow ground or fluted sides, features that make the blade both ridged and light.",https://www.artic.edu/artworks/117095/thrusting-sword-estoc
ger_1095,Martin Schongauer,Engraving in black on paper,"The Bearing of the Cross, from The Passion",,https://www.artic.edu/artworks/77108/the-bearing-of-the-cross-from-the-passion
ger_1096,Emil Nolde,Color lithograph in black and blue on ivory Japanese paper,Frau A. S.,,https://www.artic.edu/artworks/64388/frau-a-s
ger_1097,Emil Nolde,Etching and aquatint on buff wove paper,Self-Portrait,,https://www.artic.edu/artworks/31000/self-portrait
ger_1098,Heinrich Aldegrever,Engraving in black on ivory laid paper,Bernard Knipperdolling,,https://www.artic.edu/artworks/80627/bernard-knipperdolling
ger_1099,Hans Bellmer,Etching on white wove paper,Plate I from Madame Edwarda,,https://www.artic.edu/artworks/99563/plate-i-from-madame-edwarda
ger_1100,Christian Schad,Gelatin silver chloride photogram,Schadograph,"Christian Schad was the first early 20th–century modernist to rediscover and work with the photogram. An image made without a camera by placing an object directly on photosensitive paper and exposing the paper to light, the photogram had been known since photography’s beginnings but was newly explored by the avant–garde for the abstract, formal possibilities it afforded. Tristan Tzara, the leader of the Dada art movement, who first owned this work, dubbed these photograms “Schadographs,” a play on both the artist’s name and the shadowy forms he created with household detritus. Here, the lowly materials of dust and shoestring are ennobled, transformed by the action of light.The first fine artist to revive the photogram technique after World War I, Christian Schad is also the only one who liberated his images from the factory-made, rectilinear format standard for photographs. The unusual shapes of Schad’s photograms echo the sculptural wood reliefs that he made during the same period.",https://www.artic.edu/artworks/227828/schadograph
ger_1101,"Israhel van Meckenem, the younger",Engraving on ivory laid paper,The Ill-Assorted Couple,,https://www.artic.edu/artworks/28689/the-ill-assorted-couple
